Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
2364;22/04/2021;20;33;42;44;51;56;41;43;YES;NO;CDEEFF
2365;24/04/2021;1;17;28;37;44;50;29.5;32.5;YES;NO;ABCDEF
2366;28/04/2021;4;27;33;35;38;41;29.66;34;YES;NO;ACDDDE
2367;30/04/2021;5;23;29;34;53;60;34;31.5;YES;NO;ACCDFF
2368;04/05/2021;4;7;13;25;36;58;23.83;19;NO;NO;AABCDF
2369;06/05/2021;4;9;17;19;37;60;24.33;18;YES;NO;AABBDF
2370;08/05/2021;7;31;37;42;44;56;36.16;39.5;YES;NO;ADDEEF
2371;12/05/2021;4;15;30;36;39;48;28.66;33;YES;NO;ABDDDE
2372;15/05/2021;3;19;25;44;46;57;32.33;34.5;YES;NO;ABCEEF
2373;19/05/2021;23;24;26;44;49;60;37.66;35;YES;NO;CCCEEF
2374;22/05/2021;12;13;25;37;39;41;27.83;31;YES;NO;BBCDDE
2375;26/05/2021;2;6;44;46;53;58;34.83;45;YES;NO;AAEEFF
2376;29/05/2021;12;14;17;18;19;22;17;17.5;NO;NO;BBBBBC
2377;02/06/2021;5;18;29;35;43;44;29;32;YES;NO;ABCDEE
2378;05/06/2021;11;37;38;41;49;54;38.33;39.5;YES;NO;BDDEEF
2379;09/06/2021;2;8;26;32;46;56;28.33;29;YES;NO;AACDEF
2380;12/06/2021;11;16;20;24;39;53;27.16;22;NO;NO;BBCCDF
2381;16/06/2021;7;23;32;41;42;47;32;36.5;YES;NO;ACDEEE
2382;19/06/2021;6;9;19;38;53;55;30;28.5;NO;NO;AABDFF
2383;23/06/2021;13;15;16;20;40;41;24.16;18;NO;NO;BBBCEE
2384;26/06/2021;9;13;22;25;26;31;21;23.5;YES;NO;ABCCCD
2385;29/06/2021;12;24;32;37;43;60;34.66;34.5;YES;NO;BCDDEF
2386;01/07/2021;11;13;16;35;49;50;29;25.5;YES;NO;BBBDEF
2387;03/07/2021;8;26;30;31;38;48;30.16;30.5;YES;NO;ACDDDE
2388;07/07/2021;8;30;33;37;45;48;33.5;35;YES;NO;ADDDEE
2389;10/07/2021;16;30;37;39;40;51;35.5;38;YES;NO;BDDDEF
2390;14/07/2021;9;13;20;22;32;56;25.33;21;YES;NO;ABCCDF
2391;17/07/2021;5;8;13;27;36;50;23.16;20;NO;NO;AABCDF
2392;21/07/2021;11;15;23;25;34;53;26.83;24;YES;NO;BBCCDF
2393;24/07/2021;26;27;28;32;38;51;33.66;30;YES;NO;CCCDDF
2394;28/07/2021;5;16;25;36;42;44;28;30.5;YES;NO;ABCDEE
2395;31/07/2021;4;11;12;44;45;57;28.83;28;YES;NO;ABBEEF
2396;04/08/2021;2;3;25;39;42;49;26.66;32;YES;NO;AACDEE
2397;07/08/2021;6;14;20;39;46;48;28.83;29.5;YES;NO;ABCDEE
2398;10/08/2021;8;17;30;36;54;59;34;33;NO;NO;ABDDFF
2399;12/08/2021;27;35;42;44;51;52;41.83;43;YES;NO;CDEEFF
2400;14/08/2021;9;21;25;26;36;53;28.33;25.5;YES;NO;ACCCDF
2401;18/08/2021;8;11;13;33;38;48;25.16;23;YES;NO;ABBDDE
2402;21/08/2021;6;22;25;29;30;60;28.66;27;NO;NO;ACCCDF
2403;25/08/2021;10;12;14;32;33;34;22.5;23;YES;NO;BBBDDD
2404;28/08/2021;1;19;35;40;47;54;32.66;37.5;YES;NO;ABDEEF
2405;01/09/2021;21;38;48;49;53;59;44.66;48.5;YES;NO;CDEEFF
2406;04/09/2021;8;12;29;43;54;60;34.33;36;YES;NO;ABCEFF
2407;08/09/2021;13;17;31;43;54;55;35.5;37;YES;NO;BBDEFF
2408;11/09/2021;4;29;30;38;43;57;33.5;34;NO;NO;ACDDEF
2409;15/09/2021;2;29;39;49;52;58;38.16;44;YES;NO;ACDEFF
2410;18/09/2021;7;10;27;35;43;59;30.16;31;NO;NO;ABCDEF
2411;22/09/2021;7;26;29;34;43;44;30.5;31.5;YES;NO;ACCDEE
2412;25/09/2021;9;16;34;36;49;60;34;35;YES;NO;ABDDEF
2413;28/09/2021;3;22;37;40;41;48;31.83;38.5;YES;NO;ACDEEE
2414;30/09/2021;4;5;6;14;29;38;16;10;YES;NO;AAABCD
2415;02/10/2021;10;12;26;29;35;60;28.66;27.5;YES;NO;BBCCDF
2416;06/10/2021;6;7;11;26;37;57;24;18.5;NO;NO;AABCDF
2417;09/10/2021;3;7;10;11;27;46;17.33;10.5;YES;NO;AABBCE
2418;13/10/2021;2;11;19;27;57;60;29.33;23;YES;NO;ABBCFF
2419;16/10/2021;10;35;43;48;50;53;39.83;45.5;NO;NO;BDEEFF
2420;19/10/2021;5;8;29;39;44;60;30.83;34;YES;NO;AACDEF
2421;21/10/2021;2;3;32;35;48;57;29.5;33.5;YES;NO;AADDEF
2422;23/10/2021;2;7;10;20;30;46;19.16;15;YES;NO;AABCDE
2423;27/10/2021;16;18;38;48;51;60;38.5;43;YES;NO;BBDEFF
2424;30/10/2021;3;16;17;37;38;53;27.33;27;YES;NO;ABBDDF
2425;03/11/2021;10;31;38;46;49;54;38;42;YES;NO;BDDEEF
2426;06/11/2021;5;11;24;27;32;57;26;25.5;YES;NO;ABCCDF
2427;10/11/2021;3;19;25;37;44;56;30.66;31;NO;NO;ABCDEF
2428;13/11/2021;3;9;25;28;29;39;22.16;26.5;YES;NO;AACCCD
2429;17/11/2021;11;37;53;55;56;60;45.33;54;YES;NO;BDFFFF
2430;20/11/2021;19;26;39;45;46;56;38.5;42;NO;NO;BCDEEF
2431;24/11/2021;8;11;22;25;26;36;21.33;23.5;YES;NO;ABCCCD
2432;27/11/2021;7;29;38;40;44;52;35;39;YES;NO;ACDEEF
2433;01/12/2021;8;9;32;52;53;57;35.16;42;YES;NO;AADFFF
2434;04/12/2021;1;2;14;28;40;51;22.66;21;YES;NO;AABCEF
2435;07/12/2021;5;22;30;32;33;36;26.33;31;YES;NO;ACDDDD
2436;09/12/2021;5;15;28;32;38;54;28.66;30;NO;NO;ABCDDF
2437;11/12/2021;1;19;41;46;48;55;35;43.5;YES;NO;ABEEEF
2438;15/12/2021;4;11;19;25;37;55;25.16;22;NO;NO;ABBCDF
2439;18/12/2021;2;8;34;38;47;51;30;36;YES;NO;AADDEF
2440;31/12/2021;12;15;23;32;33;46;26.83;27.5;NO;YES;BBCDDE
2441;05/01/2022;9;41;42;46;47;54;39.83;44;YES;NO;AEEEEF
2442;08/01/2022;2;7;9;25;41;49;22.16;17;YES;NO;AAACEE
2443;12/01/2022;1;5;12;13;17;31;13.16;12.5;NO;NO;AABBBD
2444;15/01/2022;15;17;20;35;37;43;27.83;27.5;YES;NO;BBCDDE
2445;19/01/2022;11;25;32;37;47;56;34.66;34.5;YES;NO;BCDDEF
2446;22/01/2022;1;13;27;41;51;58;31.83;34;YES;NO;ABCEFF
2447;25/01/2022;13;19;29;42;49;52;34;35.5;YES;NO;BBCEEF
2448;27/01/2022;18;30;32;35;40;48;33.83;33.5;YES;NO;BDDDEE
2449;29/01/2022;14;20;21;31;49;52;31.16;26;NO;NO;BCCDEF
2450;02/02/2022;2;6;11;15;17;39;15;13;YES;NO;AABBBD
2451;05/02/2022;13;26;31;46;51;60;37.83;38.5;NO;NO;BCDEFF
2452;09/02/2022;8;10;51;56;57;58;40;53.5;YES;NO;ABFFFF
2453;12/02/2022;10;14;15;24;34;44;23.5;19.5;YES;NO;BBBCDE
2454;16/02/2022;9;14;22;24;44;47;26.66;23;YES;NO;ABCCEE
2455;19/02/2022;21;38;50;53;56;59;46.16;51.5;YES;NO;CDFFFF
2456;22/02/2022;28;34;40;41;52;55;41.66;40.5;YES;NO;CDEEFF
2457;24/02/2022;10;19;46;47;49;50;36.83;46.5;YES;NO;BBEEEF
2458;26/02/2022;15;40;44;45;47;51;40.33;44.5;YES;NO;BEEEEF
2459;03/03/2022;15;24;33;49;53;59;38.83;41;YES;NO;BCDEFF
2460;05/03/2022;16;17;18;28;35;47;26.83;23;YES;NO;BBBCDE
2461;09/03/2022;8;11;16;21;32;37;20.83;18.5;YES;NO;ABBCDD
2462;12/03/2022;3;16;23;41;45;57;30.83;32;YES;NO;ABCEEF
2463;16/03/2022;11;16;31;37;42;51;31.33;34;YES;NO;BBDDEF
2464;19/03/2022;2;7;24;43;52;56;30.66;33.5;NO;NO;AACEFF
2465;23/03/2022;3;8;23;29;53;54;28.33;26;YES;NO;AACCFF
2466;26/03/2022;2;3;13;20;53;54;24.16;16.5;YES;NO;AABCFF
2467;30/03/2022;1;10;19;34;35;45;24;26.5;YES;NO;ABBDDE
2468;02/04/2022;22;35;41;42;53;57;41.66;41.5;NO;NO;CDEEFF
2469;06/04/2022;5;28;30;38;52;55;34.66;34;YES;NO;ACDDFF
2470;09/04/2022;8;33;40;42;48;51;37;41;YES;NO;ADEEEF
2471;13/04/2022;8;23;29;30;36;55;30.16;29.5;YES;NO;ACCDDF
2472;16/04/2022;5;13;18;23;35;36;21.66;20.5;NO;NO;ABBCDD
2473;20/04/2022;15;18;28;42;55;60;36.33;35;YES;NO;BBCEFF
2474;23/04/2022;22;30;38;39;49;56;39;38.5;YES;NO;CDDDEF
2475;26/04/2022;1;40;44;45;58;60;41.33;44.5;YES;NO;AEEEFF
2476;28/04/2022;2;7;32;46;49;55;31.83;39;YES;NO;AADEEF
2477;30/04/2022;20;33;37;38;49;50;37.83;37.5;YES;NO;CDDDEF
2478;04/05/2022;2;17;23;28;39;46;25.83;25.5;NO;NO;ABCCDE
2479;07/05/2022;10;15;17;20;21;35;19.66;18.5;NO;NO;BBBCCD
2480;11/05/2022;4;6;9;31;50;56;26;20;YES;NO;AAADFF
2481;14/05/2022;1;8;21;27;36;37;21.66;24;YES;NO;AACCDD
2482;18/05/2022;1;32;35;44;45;57;35.66;39.5;YES;NO;ADDEEF
2483;21/05/2022;20;34;38;40;49;54;39.16;39;YES;NO;CDDEEF
2484;25/05/2022;11;14;36;41;54;59;35.83;38.5;YES;NO;BBDEFF
2485;28/05/2022;5;12;32;38;47;60;32.33;35;YES;NO;ABDDEF
2486;31/05/2022;8;9;17;19;33;56;23.66;18;NO;NO;AABBDF
2487;02/06/2022;23;36;42;48;54;58;43.5;45;NO;NO;CDEEFF
2488;04/06/2022;17;31;34;40;56;57;39.16;37;YES;NO;BDDEFF
2489;08/06/2022;3;10;13;25;41;42;22.33;19;YES;NO;ABBCEE
2490;11/06/2022;11;16;17;41;46;59;31.66;29;YES;NO;BBBEEF
2491;15/06/2022;22;29;38;43;48;53;38.83;40.5;YES;NO;CCDEEF
2492;18/06/2022;10;30;31;33;42;52;33;32;YES;NO;BDDDEF
2493;22/06/2022;4;9;37;43;44;56;32.16;40;YES;NO;AADEEF
2494;25/06/2022;1;4;10;22;53;54;24;16;NO;NO;AABCFF
2495;28/06/2022;8;12;14;30;33;41;23;22;YES;NO;ABBDDE
2496;30/06/2022;7;26;31;38;46;58;34.33;34.5;YES;NO;ACDDEF
2497;02/07/2022;5;14;23;46;48;52;31.33;34.5;YES;NO;ABCEEF
2498;06/07/2022;9;12;26;29;46;47;28.16;27.5;NO;NO;ABCCEE
2499;09/07/2022;11;19;38;47;56;59;38.33;42.5;YES;NO;BBDEFF
2500;13/07/2022;5;16;25;32;39;55;28.66;28.5;NO;NO;ABCDDF
2501;16/07/2022;11;27;32;40;58;59;37.83;36;YES;NO;BCDEFF
2502;20/07/2022;16;20;21;39;44;55;32.5;30;YES;NO;BCCDEF
2503;23/07/2022;3;14;16;38;43;45;26.5;27;NO;NO;ABBDEE
2504;27/07/2022;14;33;41;42;44;55;38.16;41.5;YES;NO;BDEEEF
2505;30/07/2022;3;5;19;26;43;51;24.5;22.5;NO;NO;AABCEF
2506;02/08/2022;21;22;29;34;40;44;31.66;31.5;YES;NO;CCCDEE
2507;04/08/2022;4;6;12;34;35;53;24;23;NO;NO;AABDDF
2508;06/08/2022;41;45;48;51;53;58;49.33;49.5;YES;NO;EEEFFF
2509;10/08/2022;8;37;39;50;59;60;42.16;44.5;YES;NO;ADDFFF
2510;13/08/2022;8;13;25;32;44;57;29.83;28.5;NO;NO;ABCDEF
2511;17/08/2022;4;10;15;39;41;49;26.33;27;YES;NO;ABBDEE
2512;20/08/2022;7;10;34;47;49;52;33.16;40.5;YES;NO;ABDEEF
2513;24/08/2022;13;19;21;35;46;50;30.66;28;YES;NO;BBCDEF
2514;27/08/2022;5;15;24;34;45;52;29.16;29;YES;NO;ABCDEF
2515;31/08/2022;3;12;19;41;45;54;29;30;YES;NO;ABBEEF
2516;03/09/2022;8;17;49;51;52;53;38.33;50;YES;NO;ABEFFF
2517;08/09/2022;1;5;6;16;22;39;14.83;11;YES;NO;AAABCD
2518;10/09/2022;3;22;23;44;53;60;34.16;33.5;YES;NO;ACCEFF
2519;13/09/2022;3;8;20;36;38;57;27;28;YES;NO;AACDDF
2520;15/09/2022;2;17;22;41;58;60;33.33;31.5;YES;NO;ABCEFF
2521;17/09/2022;23;28;33;38;55;59;39.33;35.5;YES;NO;CCDDFF
2522;21/09/2022;4;5;25;32;39;40;24.16;28.5;YES;NO;AACDDE
2523;24/09/2022;1;10;27;36;37;45;26;31.5;YES;NO;ABCDDE
2524;28/09/2022;3;20;22;37;41;43;27.66;29.5;YES;NO;ACCDEE
2525;01/10/2022;4;13;21;26;47;51;27;23.5;NO;NO;ABCCEF
2526;05/10/2022;2;16;24;38;43;59;30.33;31;YES;NO;ABCDEF
2527;08/10/2022;8;19;29;38;48;56;33;33.5;YES;NO;ABCDEF
2528;13/10/2022;4;15;22;53;56;60;35;37.5;YES;NO;ABCFFF
2529;15/10/2022;3;5;32;56;57;59;35.33;44;YES;NO;AADFFF
2530;18/10/2022;14;17;18;28;30;44;25.16;23;YES;NO;BBBCDE
2531;20/10/2022;1;5;18;49;55;56;30.66;33.5;YES;NO;AABEFF
2532;22/10/2022;10;14;17;18;23;30;18.66;17.5;YES;NO;BBBBCD
2533;26/10/2022;17;18;20;37;45;53;31.66;28.5;YES;NO;BBCDEF
2534;29/10/2022;28;36;39;44;56;60;43.83;41.5;NO;NO;CDDEFF
2535;03/11/2022;1;3;24;37;51;56;28.66;30.5;YES;NO;AACDFF
2536;05/11/2022;9;22;27;30;33;45;27.66;28.5;YES;NO;ACCDDE
2537;09/11/2022;12;24;26;31;37;48;29.66;28.5;NO;NO;BCCDDE
2538;12/11/2022;6;15;19;20;33;52;24.16;19.5;YES;NO;ABBCDF
2539;16/11/2022;1;23;32;33;36;59;30.66;32.5;YES;NO;ACDDDF
2540;19/11/2022;2;8;28;34;41;49;27;31;YES;NO;AACDEE
2541;22/11/2022;10;28;45;47;57;59;41;46;YES;NO;BCEEFF
2542;24/11/2022;12;20;22;25;26;55;26.66;23.5;YES;NO;BCCCCF
2543;26/11/2022;2;5;27;30;46;53;27.16;28.5;YES;NO;AACDEF
2544;30/11/2022;25;38;45;53;55;56;45.33;49;YES;NO;CDEFFF
2545;03/12/2022;20;23;32;36;39;57;34.5;34;YES;NO;CCDDDF
2546;07/12/2022;3;23;28;34;38;48;29;31;YES;NO;ACCDDE
2547;10/12/2022;10;25;31;37;38;57;33;34;YES;NO;BCDDDF
2548;14/12/2022;9;15;23;25;29;30;21.83;24;NO;NO;ABCCCD
2549;17/12/2022;1;6;10;30;33;35;19.16;20;YES;NO;AABDDD
2550;31/12/2022;4;5;10;34;58;59;28.33;22;NO;YES;AABDFF
2551;04/01/2023;1;25;29;43;46;48;32;36;YES;NO;ACCEEE
2552;07/01/2023;5;24;25;33;38;41;27.66;29;YES;NO;ACCDDE
2553;10/01/2023;13;15;53;54;55;58;41.33;53.5;YES;NO;BBFFFF
2554;12/01/2023;19;25;43;44;48;49;38;43.5;YES;NO;BCEEEE
2555;14/01/2023;3;20;45;52;53;58;38.5;48.5;YES;NO;ACEFFF
2556;18/01/2023;2;6;10;14;34;56;20.33;12;YES;NO;AABBDF
2557;21/01/2023;3;13;16;25;27;33;19.5;20.5;YES;NO;ABBCCD
2558;25/01/2023;2;10;18;25;34;44;22.16;21.5;YES;NO;ABBCDE
2559;28/01/2023;9;12;20;30;32;35;23;25;YES;NO;ABCDDD
2560;01/02/2023;4;5;17;20;48;52;24.33;18.5;YES;NO;AABCEF
2561;04/02/2023;19;22;37;44;51;56;38.16;40.5;YES;NO;BCDEFF
2562;08/02/2023;6;12;32;44;51;57;33.66;38;NO;NO;ABDEFF
2563;11/02/2023;5;9;14;30;38;50;24.33;22;YES;NO;AABDDF
2564;14/02/2023;7;8;14;19;32;45;20.83;16.5;YES;NO;AABBDE
2565;16/02/2023;9;13;25;39;46;54;31;32;NO;NO;ABCDEF
2566;18/02/2023;11;23;45;53;57;59;41.33;49;YES;NO;BCEFFF
2567;23/02/2023;10;11;19;33;58;60;31.83;26;NO;NO;BBBDFF
2568;25/02/2023;16;22;29;35;38;49;31.5;32;YES;NO;BCCDDE
2569;01/03/2023;6;7;25;28;31;52;24.83;26.5;YES;NO;AACCDF
2570;04/03/2023;8;18;26;27;47;50;29.33;26.5;NO;NO;ABCCEF
